agent_level,title,dob,gender,marital_status,date_joined,status,substatus,termination_date,city_name,cluster_code,agent_code,supervisor_code,zone_code,region_code,designation
L1,Mr.,1999/01/01,Male,,1993/05/26,INFORCED,ACTIVE,,Matale,LC01001,,,,,
L1,Ms.,1992/10/01,Female,,2014/11/18,INFORCED,ACTIVE,,Akkarayankulam,LA01004,,,,,
L1,Mr.,1986/07/01,Male,,2014/06/17,INFORCED,ACTIVE,,Kuruwita,LA01002,,,,,
L1,Mr.,1969/10/01,Male,,2014/07/30,INFORCED,ACTIVE,,Kurunegala,LA01001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Mr.,1998/12/01,Male,,2020/11/13,TERMINATED,AUTOTERMINATED,2020/12/07,Balangoda,LA01002,,,,,
L1,Mr.,,,,2020/11/21,TERMINATED,AUTOTERMINATED,2020/12/10,URUBOKKA,LA01002,,,,,
L1,Ms.,,,,2020/11/23,INFORCED,ACTIVE,,Muruthalawa,LA01001,,,,,
L3,Mr.,1991/12/01,Male,Married,2018/06/06,TERMINATED,RESIGNED APPROVED,2021/03/07,Colombo 07,LB05001,,,,,Team Leader
L2,Mr.,1994/09/01,Male,,2018/07/11,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,Advisor
L3,Mr.,1967/09/01,Male,,1996/01/19,TERMINATED,AUTOTERMINATED,2019/03/31,Kamburugamuwa,LA01002,AG101125,AG101697,ZONE111,RA217,Team Leader
L2,Mr.,1977/07/01,Male,,2005/07/15,TERMINATED,RESIGNED APPROVED,2019/06/04,Watinapaha,LA01001,AG106849,AG105833,ZONE110,RA281,Advisor
L3,Mrs.,1981/09/01,Female,,2010/12/31,INFORCED,ACTIVE,,Kahawa,LA01002,AG107624,AG101697,ZONE109,RA227,Team Leader
L2,Mrs.,1977/07/01,Female,,2005/04/25,SUSPENDED,SUSPENDED GENERAL,,Akkarayankulam,LA01004,AG106180,AG103785,ZONE101,RA253,Advisor
L3,Mr.,1985/12/01,Male,,2005/09/26,INFORCED,ACTIVE,,Piliyandala,LA01001,AG102519,AG101697,ZONE110,RA225,Team Leader
L2,Ms.,1990/09/01,Female,,2016/12/22,TERMINATED,RESIGNED UNAPPROVED,2018/11/12,Kamburugamuwa,LA01002,AG105848,AG106706,ZONE111,RA217,Advisor
L2,Ms.,1995/05/01,Female,,2017/03/02,TERMINATED,TERMINATED BY SFA,2018/12/13,Seeduwa,LA01001,AG107693,AG108685,ZONE106,RA238,Advisor
L2,Mr.,1998/12/01,Male,,2017/03/22,TERMINATED,AUTOTERMINATED,2019/08/20,Divulapitiya,LA01001,AG101617,AG108009,ZONE106,RA224,Advisor
L2,Mr.,1988/05/01,Male,,2017/06/19,TERMINATED,AUTOTERMINATED,2019/10/16,Polonnaruwa,LA01006,AG102188,AG103459,ZONE102,RA271,Advisor
L2,Mrs.,1981/07/01,Female,,2017/06/20,INFORCED,ACTIVE,,Kadawatha,LA01001,AG104761,AG102412,ZONE110,RA201,Advisor
L2,Mrs.,1981/12/01,Female,,2017/10/30,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01001,AG105739,AG107179,ZONE110,RA201,Advisor
L2,Ms.,1990/06/01,Female,,2017/11/27,TERMINATED,RESIGNED UNAPPROVED,2020/06/09,Colombo 03,LA01002,AG101904,AG107506,ZONE111,RA207,Advisor
L2,Mr.,1983/08/01,Male,,2018/02/09,SUSPENDED,SUSPENDED GENERAL,,Colombo 03,LA01001,AG103690,AG100285,ZONE103,RA268,Advisor
L2,Mr.,1994/03/01,Male,,2018/03/26,SUSPENDED,SUSPENDED GENERAL,,Colombo 03,LA01002,AG102951,AG101697,ZONE105,RA236,Advisor
L2,Ms.,1979/03/01,Female,,2018/04/03,TERMINATED,AUTOTERMINATED,2019/07/25,Colombo 03,LA01001,AG108101,AG107006,ZONE110,RA225,Advisor
L2,Mrs.,1963/10/01,Female,,2018/04/06,TERMINATED,TERMINATED BY SFA,2019/05/02,Colombo 03,LA01002,AG106990,AG103805,ZONE111,RA228,Advisor
L2,Mr.,1988/01/01,Male,,2017/11/26,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01006,AG106766,AG102960,ZONE102,RA256,Advisor
L2,Mr.,1971/04/01,Male,Married,2018/08/15,TERMINATED,TERMINATED BY SFA,2019/03/12,Ambalantota,LA01005,AG108596,AG101513,ZONE100,RA252,Advisor
L2,Mr.,1996/07/01,Male,Single,2018/08/24,TERMINATED,AUTOTERMINATED,2019/07/25,Ambalantota,LA01002,AG106462,AG100499,ZONE111,RA228,Advisor
L2,Mr.,1981/07/01,Male,Married,2018/09/12,SUSPENDED,SUSPENDED GENERAL,,Tambuttegama,LA01006,AG101666,AG101238,ZONE102,RA200,Advisor
L2,Mr.,1989/06/01,Male,Single,2018/09/28,TERMINATED,RESIGNED UNAPPROVED,2019/03/21,Battaramulla,LA01001,AG103042,AG102884,ZONE104,RA280,Advisor
L2,Mr.,1999/01/01,Male,Single,2018/12/07,TERMINATED,AUTOTERMINATED,2019/07/25,Mannar,LA01004,AG100877,AG102482,ZONE101,RA265,Advisor
L2,Ms.,1998/07/01,Female,Single,2019/01/24,TERMINATED,RESIGNED APPROVED,2021/03/22,Jaffna,LA01004,AG107056,AG101697,ZONE101,RA215,Advisor
L2,Mr.,1990/06/01,Male,Single,2019/03/06,TERMINATED,RESIGNED APPROVED,2019/06/04,Eppawala,LA01006,AG108920,AG108354,ZONE102,RA200,Advisor
L3,Mr.,1970/10/01,Male,Married,2019/03/28,TERMINATED,RESIGNED UNAPPROVED,2019/08/09,Kurunegala,LA01001,AG108744,AG104678,ZONE103,RA219,Team Leader
L2,Mrs.,1980/12/01,Female,Married,2019/05/28,INFORCED,ACTIVE,,Eheliyagoda,LA01002,AG101207,AG107934,ZONE114,RA261,Advisor
L2,Mr.,1974/12/01,Male,Married,2019/06/10,SUSPENDED,SUSPENDED GENERAL,,Galgamuwa,LA01006,AG101770,AG101509,ZONE102,RA200,Advisor
L2,Mrs.,1982/02/01,Female,Married,2019/09/27,TERMINATED,AUTOTERMINATED,2020/12/31,Nikaweratiya,LA01002,AG104143,AG108242,ZONE113,RA291,Advisor
L2,Ms.,1998/04/01,Female,Single,2019/11/21,INFORCED,ACTIVE,,Colombo 13,LA01001,AG103971,AG101938,ZONE110,RA237,Advisor
L2,Mr.,1986/03/01,Male,Married,2019/11/28,TERMINATED,AUTOTERMINATED,2020/10/15,Vavuniya,LA01004,AG105921,AG100154,ZONE101,RA253,Advisor
L2,Mr.,1999/09/01,Male,Single,2019/12/30,INFORCED,ACTIVE,,Batticaloa,LA01004,AG102328,AG103249,ZONE107,RA231,Advisor
L2,Mr.,1971/12/01,Male,Married,2020/01/17,TERMINATED,RESIGNED UNAPPROVED,2020/07/21,Anamaduwa,LA01006,AG105627,AG105627,ZONE102,RA200,Advisor
L2,Mr.,1999/10/01,Male,Single,2020/02/21,TERMINATED,AUTOTERMINATED,2020/10/15,Negombo,LA01001,AG109076,AG100776,ZONE106,RA203,Advisor
L2,Mr.,1999/05/01,Male,,2020/02/25,INFORCED,ACTIVE,,Puttalam,LA01002,AG108036,AG105426,ZONE113,RA210,Advisor
L5,Mr.,1981/11/01,Male,Married,2020/02/26,INFORCED,ACTIVE,,Tissamaharama,LA01002,AG109099,AG108906,ZONE111,RA228,Trainee Regional Sales Manager
L2,Mrs.,1992/06/01,Female,Married,2020/06/12,TERMINATED,RESIGNED UNAPPROVED,2020/07/30,Kalutara,LA01001,AG106385,AG102884,ZONE104,RA280,Advisor
L2,Mr.,2001/02/01,Male,Single,2020/10/31,INFORCED,ACTIVE,,Mirissa,LA01002,AG105100,AG108080,ZONE111,RA217,Advisor
L2,Ms.,1999/05/01,Female,Single,2021/02/05,INFORCED,ACTIVE,,Wattala,LA01001,AG105741,AG105173,ZONE104,RA264,Advisor
L2,Ms.,1998/09/01,Female,Single,2021/02/10,INFORCED,ACTIVE,,Nikaweratiya,LA01002,AG101116,AG104405,ZONE113,RA234,Advisor
L2,Ms.,2000/07/01,Female,,2021/02/24,INFORCED,ACTIVE,,Jaffna,LA01004,AG104050,AG101453,ZONE101,RA215,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2021/03/09,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L2,Ms.,1997/10/01,Female,,2018/03/21,TERMINATED,RESIGNED APPROVED,2018/08/23,Colombo 03,LB01001,,,,,Advisor
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,Mr.,1999/01/01,Male,,1981/02/09,INFORCED,ACTIVE,,Battaramulla,LC01001,,,,,
L1,Mr.,1999/01/01,Male,,1994/01/19,INFORCED,ACTIVE,,Colombo 13,LC01001,,,,,
L1,Mr.,1986/02/01,Male,,2015/05/29,INFORCED,ACTIVE,,Colombo 03,LC01001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Mr.,1996/08/01,Male,Single,2019/06/18,INFORCED,ACTIVE,,Negombo,LA01001,,,,,
L1,Mr.,,,,2020/11/18,TERMINATED,AUTOTERMINATED,2021/03/14,Horana,LA01002,,,,,
L1,Mr.,,,,2020/12/17,INFORCED,ACTIVE,,GAMPOLA,LA01001,,,,,
L2,Ms.,1998/06/01,Female,Single,2019/06/05,TERMINATED,RESIGNED APPROVED,2019/11/15,Kelaniya,LB03001,,,,,Advisor
L2,Mr.,1977/03/01,Male,,2005/09/30,INFORCED,ACTIVE,,Keppitiwalana,LA01001,AG104118,AG103749,ZONE106,RA211,Advisor
L2,Mrs.,1966/02/01,Female,,2009/11/23,INFORCED,ACTIVE,,Bandaragama,LA01001,AG103550,AG101938,ZONE110,RA237,Advisor
L3,Mr.,1986/08/01,Male,,2011/09/30,SUSPENDED,SUSPENDED GENERAL,,Nattandiya,LA01002,AG107681,AG101697,ZONE113,RA232,Team Leader
L2,Mrs.,1953/09/01,Female,,2015/02/24,TERMINATED,RESIGNED UNAPPROVED,2018/08/14,Ambalangoda,LA01002,AG100526,AG103557,ZONE109,RA227,Advisor
L2,Mrs.,1981/05/01,Female,,2010/10/18,INFORCED,ACTIVE,,Avissawella,LA01002,AG107876,AG107934,ZONE114,RA261,Advisor
L2,Mr.,1967/03/01,Male,,2017/05/04,TERMINATED,AUTOTERMINATED,2018/10/31,Allaipiddi,LA01004,AG101831,AG101126,ZONE101,RA253,Advisor
L2,Mrs.,1988/03/01,Female,,2017/10/27,TERMINATED,AUTOTERMINATED,2019/07/25,Colombo 03,LA01001,AG105593,AG106440,ZONE103,RA273,Advisor
L3,Mr.,1985/04/01,Male,,2012/06/25,INFORCED,ACTIVE,,Colombo 03,LA01001,AG102886,AG102730,ZONE106,RA286,Team Leader
L2,Mr.,1987/05/01,Male,,2018/02/08,INFORCED,ACTIVE,,Colombo 03,LA01001,AG103465,AG104436,ZONE106,RA286,Advisor
L2,Mr.,1990/03/01,Male,,2018/03/12,TERMINATED,RESIGNED APPROVED,2020/09/04,Colombo 03,LA01002,AG101870,AG105911,ZONE113,RA213,Advisor
L2,Ms.,1991/03/01,Female,,2018/03/21,TERMINATED,AUTOTERMINATED,2018/11/27,Colombo 03,LA01002,AG108796,AG106436,ZONE111,RA217,Advisor
L2,Mr.,1993/07/01,Male,,2018/05/22,TERMINATED,TERMINATED BY SFA,2019/05/16,Colombo 03,LA01004,AG106570,AG108298,ZONE101,RA250,Advisor
L2,Ms.,1994/02/01,Female,,2018/06/19,TERMINATED,TERMINATED BY SFA,2019/06/28,Colombo 03,LA01002,AG100699,AG105713,ZONE114,RA257,Advisor
L2,Mr.,1967/05/01,Male,Married,2018/08/24,TERMINATED,RESIGNED UNAPPROVED,2019/05/29,Kilinochchi,LA01004,AG107138,AG103064,ZONE101,RA250,Advisor
L2,Mrs.,1995/02/01,Female,Married,2018/10/25,TERMINATED,RESIGNED UNAPPROVED,2019/05/28,Kilinochchi,LA01004,AG102740,AG108298,ZONE101,RA250,Advisor
L2,Ms.,1998/03/01,Female,Single,2019/01/18,TERMINATED,AUTOTERMINATED,2019/07/25,Chilaw,LA01003,AG102438,AG100528,ZONE113,RA287,Advisor
L2,Mr.,1994/08/01,Male,Single,2019/02/15,TERMINATED,AUTOTERMINATED,2019/07/19,Valaichenai,LA01004,AG108474,AG108674,ZONE107,RA272,Advisor
L2,Mr.,1970/12/01,Male,Married,2019/02/25,TERMINATED,AUTOTERMINATED,2019/07/25,Piliyandala,LA01002,AG104559,AG104545,ZONE114,RA257,Advisor
L2,Mrs.,1994/07/01,Female,Married,2019/05/09,TERMINATED,RESIGNED APPROVED,2020/08/30,Nikaweratiya,LA01002,AG106433,AG103066,ZONE113,RA234,Advisor
L6,Mr.,1990/06/01,Male,Married,2019/07/30,TERMINATED,RESIGNED APPROVED,2019/12/31,Makola,LA01002,AG101915,AG101697,ZONE114,RA259,Regional Manager
L2,Mr.,1996/06/01,Male,Single,2019/08/13,TERMINATED,RESIGNED UNAPPROVED,2019/11/27,Trincomalee,LA01004,AG105894,AG101440,ZONE107,RA277,Advisor
L2,Ms.,1998/06/01,Female,Single,2019/09/26,TERMINATED,RESIGNED APPROVED,2019/11/26,Nikaweratiya,LA01002,AG102055,AG101856,ZONE113,RA234,Advisor
L2,Mr.,1997/01/01,Male,,2020/02/17,INFORCED,ACTIVE,,Moratuwa,LA01001,AG108356,AG108662,ZONE104,RA283,Advisor
L2,Mr.,1963/04/01,Male,Married,2020/05/14,INFORCED,ACTIVE,,Kurunegala,LA01001,AG100758,AG105272,ZONE103,RA219,Advisor
L2,Mr.,1995/03/01,Male,Single,2020/06/12,TERMINATED,AUTOTERMINATED,2020/10/13,Anuradhapura,LA01006,AG103719,AG100294,ZONE102,RA245,Advisor
L2,Mrs.,1983/09/01,Female,Married,2020/09/07,INFORCED,ACTIVE,,Padukka,LA01001,AG107095,AG101919,ZONE110,RA225,Advisor
L2,Mr.,1992/12/01,Male,Married,2020/12/23,INFORCED,ACTIVE,,Alutgama,LA01002,AG108837,AG108340,ZONE109,RA244,Advisor
L2,Mrs.,1988/04/01,Female,Married,2021/01/25,INFORCED,ACTIVE,,Balapitiya,LA01002,AG104280,AG105183,ZONE109,RA227,Advisor
L2,Ms.,1998/04/01,Female,Single,2019/07/22,TERMINATED,RESIGNED APPROVED,2019/11/30,Kumburegama,LB01001,,,,,Advisor
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,Mr.,1999/01/01,Male,,1991/04/29,INFORCED,ACTIVE,,Dehiwala,LC01001,,,,,
L1,Mr.,1988/11/01,Male,,2015/05/29,INFORCED,ACTIVE,,Colombo 03,LC01001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Mr.,1968/07/01,Male,Single,2020/02/24,INFORCED,ACTIVE,,Panadura,LA01001,,,,,
L1,Mr.,1982/09/01,,,2020/11/14,TERMINATED,TERMINATED BY SFA,2021/01/26,KANDY,LA01001,,,,,
L1,Ms.,,,,2020/11/17,TERMINATED,AUTOTERMINATED,2020/12/21,Panadura,LA01001,,,,,
L1,Mr.,,,,2020/11/26,TERMINATED,AUTOTERMINATED,2021/01/31,Galgamuwa,LA01002,,,,,
L1,Mr.,,,,2020/12/17,INFORCED,ACTIVE,,GAMPOLA,LA01001,,,,,
L2,Mr.,1993/02/01,Male,Single,2019/05/21,TERMINATED,AUTOTERMINATED,2019/07/30,Nittambuwa,LB05001,,,,,Advisor
L2,Mr.,1998/07/01,Male,Single,2020/01/13,INFORCED,ACTIVE,,Medawachchiya,LB07001,,,,,Advisor
L2,Mr.,1996/09/01,Male,Single,2020/02/24,TERMINATED,RESIGNED APPROVED,2020/09/30,Alawatugoda,LB03001,,,,,Advisor
L11,Miss.,,Female,,,INFORCED,,,,,,,,,National Manager
L2,Mr.,1962/02/01,Male,,1995/06/20,INFORCED,ACTIVE,,Maharagama,LA01001,AG105336,AG101935,ZONE110,RA225,Advisor
L2,Mr.,1981/12/01,Male,,2001/04/26,INFORCED,ACTIVE,,Watinapaha,LA01001,AG103424,AG105833,ZONE110,RA281,Advisor
L2,Mr.,1979/06/01,Male,,2010/07/20,INFORCED,ACTIVE,,Polpitigama,LA01002,AG102445,AG102011,ZONE113,RA291,Advisor
L2,Mr.,1995/04/01,Male,,2014/07/21,SUSPENDED,LEAVE UNAPPROVED,,Gurudeniya,LA01001,AG104948,AG107916,ZONE115,RA221,Advisor
L2,Mr.,1956/04/01,Male,,2014/07/25,TERMINATED,AUTOTERMINATED,2019/08/20,Wellawaya,LA01002,AG106141,AG107931,ZONE105,RA262,Advisor
L3,Ms.,1991/06/01,Female,,2016/07/13,INFORCED,ACTIVE,,Kekanadurra,LA01002,AG106889,AG101697,ZONE111,RA207,Team Leader
L2,Mr.,1995/04/01,Male,,2017/07/26,TERMINATED,AUTOTERMINATED,2019/03/31,Kottegoda,LA01002,AG100028,AG107188,ZONE111,RA207,Advisor
L2,Mrs.,1993/01/01,Female,,2017/09/21,TERMINATED,AUTOTERMINATED,2019/08/20,Allaipiddi,LA01004,AG101235,AG101503,ZONE101,RA215,Advisor
L3,Ms.,1998/05/01,Female,,2017/10/25,TERMINATED,RESIGNED UNAPPROVED,2018/12/05,Colombo 03,LA01002,AG106081,AG103345,ZONE111,RA217,Team Leader
L2,Mr.,1960/10/01,Male,,2017/11/13,INFORCED,ACTIVE,,Colombo 03,LA01001,AG101157,AG101504,ZONE110,RA281,Advisor
L2,Mrs.,1979/11/01,Female,,2018/04/06,TERMINATED,TERMINATED BY SFA,2019/05/06,Colombo 03,LA01002,AG104775,AG108456,ZONE111,RA228,Advisor
L2,Mrs.,1978/11/01,Female,,2018/05/14,INFORCED,ACTIVE,,Colombo 03,LA01004,AG107641,AG108071,ZONE101,RA251,Advisor
L2,Mr.,1995/07/01,Male,,2018/05/30,TERMINATED,RESIGNED APPROVED,2019/06/12,Colombo 03,LA01002,AG108949,AG101216,ZONE109,RA244,Advisor
L2,Mr.,1947/09/01,Male,,2018/06/28,TERMINATED,RESIGNED UNAPPROVED,2019/04/26,Colombo 03,LA01004,AG101707,AG103064,ZONE101,RA250,Advisor
L2,Mr.,1990/08/01,Male,,2018/07/25,TERMINATED,TERMINATED BY SFA,2018/10/08,Colombo 03,LA01001,AG106444,AG102072,ZONE103,RA212,Advisor
L2,Mr.,1986/11/01,Male,Married,2018/08/16,TERMINATED,AUTOTERMINATED,2019/03/31,Weuda,LA01001,AG105566,AG105437,ZONE115,RA222,Advisor
L2,Mr.,1982/09/01,Male,Married,2018/08/17,TERMINATED,RESIGNED UNAPPROVED,2018/12/13,Mulliyawalai,LA01004,AG109004,AG107702,ZONE101,RA251,Advisor
L2,Mrs.,1983/09/01,Female,Married,2018/08/22,TERMINATED,TERMINATED BY SFA,2019/05/31,Kandana,LA01001,AG106958,AG100331,ZONE106,RA224,Advisor
L2,Mrs.,1977/01/01,Female,Married,2018/10/19,INFORCED,ACTIVE,,Akuressa,LA01002,AG103429,AG101696,ZONE111,RA278,Advisor
L2,Mr.,2000/01/01,Male,Single,2019/02/25,TERMINATED,AUTOTERMINATED,2019/07/25,Ambalangoda,LA01002,AG101269,AG100933,ZONE109,RA227,Advisor
L5,Mr.,2019/05/01,Male,,2019/05/31,TERMINATED,RESIGNED APPROVED,2020/04/06,Kolonnawa,LA01001,AG101260,AG101697,ZONE104,RA264,Trainee Regional Sales Manager
L2,Ms.,1996/05/01,Female,Single,2019/07/08,TERMINATED,RESIGNED APPROVED,2019/10/24,Dikwella,LA01002,AG109154,AG106889,ZONE111,RA207,Advisor
L3,Mr.,1994/10/01,Male,Single,2019/09/16,TERMINATED,RESIGNED APPROVED,2020/01/22,Akkaraipattu,LA01002,AG100173,AG108418,ZONE105,RA236,Team Leader
L2,Ms.,1994/10/01,Female,Single,2019/09/25,INFORCED,ACTIVE,,Hokandara,LA01001,AG106381,AG106665,ZONE110,RA201,Advisor
L6,Mr.,1982/01/01,Male,Married,2019/09/27,SUSPENDED,SUSPENDED GENERAL,,Anuradhapura,LA01006,AG106004,AG101697,ZONE102,RA245,Regional Manager
L3,Mrs.,1980/03/01,Female,,2019/12/19,INFORCED,ACTIVE,,Moratuwa,LA01001,AG104046,AG108646,ZONE104,RA283,Team Leader
L2,Mr.,1999/04/01,Male,Single,2019/12/27,TERMINATED,RESIGNED UNAPPROVED,2020/02/17,Batticaloa,LA01004,AG101760,AG103798,ZONE107,RA272,Advisor
L2,Mr.,1998/07/01,Male,Single,2020/09/18,INFORCED,ACTIVE,,Kandy,LA01001,AG104508,AG104763,ZONE115,RA221,Advisor
L3,Mr.,1969/10/01,Male,,2020/11/30,INFORCED,ACTIVE,,Veyangoda,LA01001,AG100352,AG106620,ZONE106,RA229,Team Leader
L2,Mr.,1970/05/01,Male,Married,2021/02/15,INFORCED,ACTIVE,,Trincomalee,LA01004,AG105222,AG105043,ZONE107,RA277,Advisor
L2,Mr.,1973/04/01,Male,Married,2021/02/27,INFORCED,ACTIVE,,Kandy,LA01001,AG103482,AG104645,ZONE115,RA255,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LA01002,,,,,
L1,,,,,2021/01/11,INFORCED,ACTIVE,,Colombo 03,LA01001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB06001,,,,,
L2,Ms.,1996/01/01,Female,,2018/06/07,TERMINATED,RESIGNED APPROVED,2019/05/05,Colombo 03,LB01001,,,,,Advisor
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,Mr.,1999/01/01,Male,,1990/03/07,INFORCED,ACTIVE,,Colombo 07,LC01001,,,,,
L1,Mr.,1979/09/01,Male,,2020/09/11,INFORCED,ACTIVE,,Colombo 07,LA01002,,,,,
L1,Mr.,1996/10/01,Male,,2020/11/10,TERMINATED,AUTOTERMINATED,2020/12/07,MAHARAGAMA,LA01001,,,,,
L1,Mr.,1997/05/01,Male,,2020/11/13,TERMINATED,AUTOTERMINATED,2021/01/29,Bogahawewa,LA01006,,,,,
L1,Mr.,,,,2020/11/17,TERMINATED,AUTOTERMINATED,2020/12/21,Boralesgamuwa,LA01001,,,,,
L1,Mr.,,,,2020/11/18,TERMINATED,AUTOTERMINATED,2021/01/29,Kebithigollewa,LA01006,,,,,
L1,Mrs.,,,,2021/01/25,INFORCED,ACTIVE,,Kurunegala,LA01001,,,,,
L11,Miss.,,Female,,,INFORCED,,,,,,,,,National Manager
L2,Mr.,1970/03/01,Male,,2001/10/25,INFORCED,ACTIVE,,Gampaha,LA01001,AG102871,AG103777,ZONE106,RA229,Advisor
L2,Mr.,1989/08/01,Male,,2010/11/25,INFORCED,ACTIVE,,Kegalle,LA01001,AG107209,AG108546,ZONE103,RA267,Advisor
L2,Mr.,1979/10/01,Male,,2012/05/15,INFORCED,ACTIVE,,Tissamaharama,LA01002,AG105625,AG104039,ZONE111,RA258,Advisor
L2,Mrs.,1958/08/01,Female,,2012/10/26,INFORCED,ACTIVE,,Nittambuwa,LA01001,AG107930,AG102730,ZONE106,RA286,Advisor
L2,Mr.,1982/06/01,Male,,2012/11/19,TERMINATED,RESIGNED UNAPPROVED,2020/08/20,Ampara,LA01002,AG104486,AG100755,ZONE105,RA236,Advisor
L2,Mr.,1981/10/01,Male,,2013/12/13,TERMINATED,RESIGNED APPROVED,2020/07/23,Embilipitiya,LA01002,AG102050,AG105603,ZONE105,RA220,Advisor
L2,Mr.,1978/01/01,Male,,2007/12/31,SUSPENDED,SUSPENDED GENERAL,,Trincomalee,LA01004,AG104217,AG105043,ZONE107,RA277,Advisor
L2,Ms.,1993/11/01,Female,,2015/05/27,TERMINATED,RESIGNED APPROVED,2019/12/04,Allaipiddi,LA01004,AG102664,AG105983,ZONE101,RA241,Advisor
L2,Ms.,1996/10/01,Female,,2016/07/25,TERMINATED,AUTOTERMINATED,2019/10/16,Buttala,LA01002,AG100953,AG105912,ZONE105,RA216,Advisor
L2,Mr.,1974/03/01,Male,,2016/08/09,TERMINATED,AUTOTERMINATED,2020/10/13,Mirigama,LA01001,AG100551,AG102730,ZONE106,RA286,Advisor
L3,Mr.,1981/11/01,Male,,2001/09/27,INFORCED,ACTIVE,,Matale,LA01001,AG108234,AG101697,ZONE115,RA260,Team Leader
L2,Mr.,1967/08/01,Male,,2017/03/27,TERMINATED,AUTOTERMINATED,2018/08/13,Ukuwela,LA01001,AG106738,AG106225,ZONE115,RA260,Advisor
L2,Mr.,1977/10/01,Male,,2013/01/08,INFORCED,ACTIVE,,Udawela,LA01001,AG105031,AG104791,ZONE103,RA273,Advisor
L2,Mr.,1989/04/01,Male,,2017/09/25,TERMINATED,AUTOTERMINATED,2019/03/31,Dikwella,LA01002,AG105773,AG106334,ZONE111,RA207,Advisor
L7,Mr.,1972/12/01,Male,,2017/10/09,INFORCED,ACTIVE,,Colombo 03,LA01001,AG102630,AG101697,ZONE104,RA283,Zonal Manager
L2,Mrs.,1966/09/01,Female,,2017/11/27,INFORCED,ACTIVE,,Colombo 03,LA01002,AG105968,AG102404,ZONE111,RA228,Advisor
L2,Ms.,1997/09/01,Female,,2018/06/29,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01001,AG106955,AG107717,ZONE104,RA243,Advisor
L2,Mr.,1990/06/01,Male,Single,2018/08/13,TERMINATED,AUTOTERMINATED,2019/03/31,Galle,LA01002,AG106985,AG100594,ZONE111,RA278,Advisor
L2,Mr.,1969/01/01,Male,Married,2018/08/15,TERMINATED,TERMINATED BY SFA,2019/03/12,Walasmulla,LA01005,AG100984,AG102168,ZONE100,RA252,Advisor
L2,Mr.,1992/02/01,Male,Single,2018/09/06,TERMINATED,AUTOTERMINATED,2019/03/31,Pannipitiya,LA01002,AG102239,AG103148,ZONE114,RA247,Advisor
L2,Mrs.,1996/03/01,Female,Single,2018/10/18,TERMINATED,AUTOTERMINATED,2019/07/25,Chavakachcheri,LA01004,AG108521,AG108332,ZONE101,RA241,Advisor
L2,Mr.,1993/09/01,Male,Single,2018/12/19,INFORCED,ACTIVE,,Polgasowita,LA01002,AG107307,AG108431,ZONE114,RA257,Advisor
L2,Mr.,1997/06/01,Male,Single,2019/03/28,TERMINATED,AUTOTERMINATED,2019/07/19,Tissamaharama,LA01002,AG106286,AG104039,ZONE111,RA258,Advisor
L2,Ms.,1999/03/01,Female,Single,2019/05/27,TERMINATED,AUTOTERMINATED,2019/10/21,Angoda,LA01001,AG101032,AG104228,ZONE110,RA248,Advisor
